Location,LocationResultCount,Latitude,Longitude,URL,ImageURL,Title
"Kediri, Jawa Timur, Indonesia",18,-8.2097,114.2170,"https://www.jawapos.com/sepak-bola-indonesia/015393293/carlos-pena-ungkap-dua-alasan-persija-jakarta-ogah-remehkan-semen-padang-meski-tuan-rumah-jadi-juru-kunci","https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p2/01/2024/12/06/MsoiWou6JADcGfDm0UyAKpUSurMkXSMqdHS4OzDe-1118031507.jpg","Carlos Pena Ungkap Dua Alasan Persija Jakarta Ogah Remehkan Semen Padang Meski Tuan Rumah Jadi Juru Kunci"
"Peru",17,-10.0000,-76.0000,"https://www.travpr.com/pr-115568-yampu-tours-launches-spirit.html","","YAMPU TOURS LAUNCHES SPIRITUAL AND WELLNESS TOURS IN PERU , GUATEMALA , AND BALI , INDONESIA"
"Peru",17,-10.0000,-76.0000,"https://en.antaranews.com/news/337228/indonesia-aware-of-importance-of-dams-for-food-energy-security","https://cdn.antaranews.com/cache/1200x800/2024/12/06/1000360468.jpg","Indonesia aware of importance of dams for food , energy security"
"Peru",17,-10.0000,-76.0000,"https://www.fao.org/newsroom/detail/new--282-million-program-targets-climate-and-environment-action-through-agriculture-and-food-systems/en","https://www.fao.org/images/newsroomlibraries/default-album/faoe3859348-50e7-4c5c-97ab-f01621188304.jpg?sfvrsn=437989ba_5","New $282 million program targets climate and environment action through agriculture and food systems"
"Argentina",17,-34.0000,-64.0000,"https://www.fao.org/newsroom/detail/new--282-million-program-targets-climate-and-environment-action-through-agriculture-and-food-systems/en","https://www.fao.org/images/newsroomlibraries/default-album/faoe3859348-50e7-4c5c-97ab-f01621188304.jpg?sfvrsn=437989ba_5","New $282 million program targets climate and environment action through agriculture and food systems"
"Argentina",17,-34.0000,-64.0000,"http://www.haberradikal.com/2024/12/06/otomotiv-pcb-pazari-buyume-trendler-2032/","","Otomotiv PCB Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Argentina",17,-34.0000,-64.0000,"http://www.haberradikal.com/2024/12/06/hibrit-arac-pazari-buyume-trendler-2032/","","Hibrit Araç Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Argentina",17,-34.0000,-64.0000,"http://www.haberradikal.com/2024/12/06/yuksek-performansli-kamyon-pazari-buyume-trendler-2032/","","Yüksek Performanslı Kamyon Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Argentina",17,-34.0000,-64.0000,"http://www.haberradikal.com/2024/12/06/elektrikli-arac-test-cihazlari-pazari-buyume-trendler-2032/","","Elektrikli Araç Test Cihazları Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"New Zealand",17,-42.0000,174.0000,"https://eturbonews.com/world-resorts-of-distinction-adds-worlds-best-resort-to-portfolio/","https://eturbonews.com/wp-admin/admin-ajax.php?action=rank_math_overlay_thumb&id=238847&type=eturbonews&hash=e4d0523934537c5ea09a5bf67bfc8768","World Resorts of Distinction adds World Best Resort to portfolio"
"New Zealand",17,-42.0000,174.0000,"https://eturbonews.com/can-tourism-reach-usd41-billion-next-12-years/","","Can tourism reach USD41 billion in the next 12 years ?"
"New Zealand",17,-42.0000,174.0000,"https://www.financialexpress.com/policy/economy-no-change-in-indias-stance-to-stay-out-of-rcep-piyush-goyal-3686136/","https://www.financialexpress.com/wp-content/uploads/2024/12/gyal.pti_-1.jpg","No change in India stance to stay out of RCEP : Piyush Goyal - Economy News"
"South China Sea, Brunei (General), Brunei",17,15.0000,115.0000,"https://www.viva.co.id/berita/politik/1778810-diplomasi-prabowo-tetap-jaga-hubungan-konstruktif-tak-kesampingkan-kedaulatan-ri-di-laut-china-selatan","https://thumb.viva.co.id/media/frontend/thumbs3/2024/11/09/672f6d85b8385-pertemuan-presiden-prabowo-dengan-presiden-china-xi-jinping_665_374.jpg","Diplomasi Prabowo Tetap Jaga Hubungan Konstruktif , Tak Kesampingkan Kedaulatan RI di Laut China Selatan"
"South China Sea, Brunei (General), Brunei",17,15.0000,115.0000,"https://www.epochtimes.com/b5/24/12/6/n14385985.htm","https://i.epochtimes.com/assets/uploads/2024/12/id14386056-AFP__20241204__36PA96X__v5__HighRes__TopshotPhilippinesChinaMaritimePoliticsSecurity-700x359.jpg","在南海與中共對峙後 菲律賓與美日聯合巡邏 | 演習 | 黃岩島 | 海岸警衛隊"
"Antikythera, Perifereia Attikis, Greece",17,35.8681,23.3028,"https://www.bankingnews.gr/deltia-typou/articles/774274/o-mixanismos-ton-antikythiron-sto-koinovoylio-tis-indonisias-prosfora-tis-tieon-pros-ton-indonisiako-lao","https://www.bankingnews.gr/media/k2/items/cache/dc84adcad46ab56fac85b8c36a6380af_XL.jpg","Ο « Μηχανισμός των Αντικυθήρων » στο Κοινοβούλιο της Ινδονησίας , προσφoρά της ΤΗΕΟΝ προς τον Ινδονησιακό λαό"
"Antikythera, Perifereia Attikis, Greece",17,35.8681,23.3028,"https://www.iefimerida.gr/politismos/mihanismos-antikythiron-indonisia","https://www.iefimerida.gr/sites/default/files/styles/medium_article_image/public/2024-12/glypto-mixanismos-antikithiron.jpg?itok=vKc4lQbe","Το μαρμάρινο γλυπτό « Μηχανισμός των Αντικυθήρων » στον εκθεσιακό χώρο του κοινοβουλίου της Ινδονησίας"
"South Africa",16,-30.0000,26.0000,"https://www.antaranews.com/berita/4517146/bos-aliansi-vaksin-apresiasi-perhatian-prabowo-terhadap-anak-indonesia","https://cdn.antaranews.com/cache/1200x800/2024/12/06/IMG-20241206-WA0024_1.jpg","Bos aliansi vaksin apresiasi perhatian Prabowo terhadap anak Indonesia"
"South Africa",16,-30.0000,26.0000,"https://www.antaranews.com/berita/4516090/migrasi-penduduk-jadi-alasan-budaya-indonesia-diklaim-negara-lain","https://cdn.antaranews.com/cache/1200x800/2024/12/06/94524F64-23CC-4997-A127-85957701542E.jpeg","Migrasi penduduk jadi alasan budaya Indonesia diklaim negara lain"
"South Africa",16,-30.0000,26.0000,"http://www.haberradikal.com/2024/12/06/otomotiv-pcb-pazari-buyume-trendler-2032/","","Otomotiv PCB Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"South Africa",16,-30.0000,26.0000,"http://www.haberradikal.com/2024/12/06/hibrit-arac-pazari-buyume-trendler-2032/","","Hibrit Araç Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"South Africa",16,-30.0000,26.0000,"http://www.haberradikal.com/2024/12/06/yuksek-performansli-kamyon-pazari-buyume-trendler-2032/","","Yüksek Performanslı Kamyon Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Lampung, Kalimantan Tengah, Indonesia",15,-1.8000,115.0670,"https://lampost.co/teknologi/microsoft-365-copilot-percepat-transformasi-ai-nasional-kini-dukung-bahasa-indonesia/","https://lampost.co/wp-content/uploads/2024/12/Microsoft-365-Copilot.jpg","Microsoft 365 Copilot Percepat Transformasi AI Nasional , Kini Dukung Bahasa Indonesia ·"
"Lampung, Kalimantan Tengah, Indonesia",15,-1.8000,115.0670,"https://www.kompas.com/tren/read/2024/12/06/180000365/bmkg-deteksi-bibit-siklon-tropis-91s-di-indonesia-apa-dampaknya-","https://asset.kompas.com/crops/iAXTvBc77xY5OFfhzw-HUTPYv7I=/977x568:1835x1139/780x390/filters:watermark(data/photo/2020/03/10/5e6775d554370.png,0,-0,1)/data/photo/2024/12/06/6752890c5634f.png","BMKG Deteksi Bibit Siklon Tropis 91S di Indonesia , Apa Dampaknya ?"
"Lampung, Kalimantan Tengah, Indonesia",15,-1.8000,115.0670,"https://lampost.co/teknologi/gemini-live-dan-imagen-3-produk-ai-generatif-google-dalam-bahasa-indonesia/","https://lampost.co/wp-content/uploads/2024/12/gemini-ai-google-1.jpg.webp","Gemini Live dan Imagen 3 , Produk AI Generatif Google dalam Bahasa Indonesia ·"
"Lampung, Kalimantan Tengah, Indonesia",15,-1.8000,115.0670,"https://biz.kompas.com/read/2024/12/06/181308528/kemenperin-ajak-gen-z-intip-aktivitas-manufaktur-di-industrial-festival-2024","https://asset.kompas.com/crops/iAKbXnMnWp-flVZn9RZO8C6z4vY=/0x0:780x520/780x390/data/photo/2024/12/06/6752dbc3de437.png","Kemenperin Ajak Gen Z Intip Aktivitas Manufaktur di Industrial Festival 2024"
"Lampung, Kalimantan Tengah, Indonesia",15,-1.8000,115.0670,"https://lampost.co/teknologi/galaxy-watch-ultra-resmi-meluncur-di-indonesia-jam-tangan-pintar-untuk-aktivitas-outdoor/","https://lampost.co/wp-content/uploads/2024/12/GalaxyWatchUltra_KV_PC_1920_071724.webp","Galaxy Watch Ultra Resmi Meluncur di Indonesia , Jam Tangan Pintar untuk Aktivitas Outdoor ·"
"Antara, Aceh, Indonesia",15,3.5292,99.0184,"https://en.antaranews.com/news/337219/prabowo-forges-cooperation-with-20-japanese-businesses","https://cdn.antaranews.com/cache/1200x800/2024/12/06/IMG-20241206-WA0017_1.jpg","Prabowo forges cooperation with 20 Japanese businesses"
"Antara, Aceh, Indonesia",15,3.5292,99.0184,"https://en.antaranews.com/news/337240/indonesia-usabc-explore-cooperation-opportunities","https://cdn.antaranews.com/cache/1200x800/2024/12/06/1000200361.jpg","Indonesia , USABC explore cooperation opportunities"
"Antara, Aceh, Indonesia",15,3.5292,99.0184,"https://en.antaranews.com/news/337207/ministry-highlights-notable-progress-in-ri-vietnam-defense-cooperation","https://cdn.antaranews.com/cache/1200x800/2024/12/06/WhatsApp-Image-2024-12-06-at-00.30.59.jpeg","Ministry highlights notable progress in RI - Vietnam defense cooperation"
"Antara, Aceh, Indonesia",15,3.5292,99.0184,"https://en.antaranews.com/news/337252/prabowo-expresses-gratitude-for-gavi-vaccination-support","https://cdn.antaranews.com/cache/1200x800/2024/12/06/IMG-20241206-WA0025.jpg","Prabowo expresses gratitude for GAVI vaccination support"
"Tempeh, Jawa Timur, Indonesia",14,-8.2187,113.1850,"https://www.merdeka.com/sehat/pakar-nutrisi-sebut-tempe-sebagai-makanan-yang-cocok-untuk-kesehatan-jantung-251512-mvk.html","https://cdns.klimg.com/mav-prod-resized/0x0/ori/newsCover/2024/12/5/1733376845408-ml0ne.jpeg","Pakar Nutrisi Sebut Tempe Sebagai Makanan yang Cocok untuk Kesehatan Jantung"
"Tokyo, Tokyo, Japan",14,35.6850,139.7510,"https://www.710wfnr.com/html/25c799967.html","","Ganda Juara . link apk slot pt777 . app pt777 - qiu qiu pro versi lama"
"Tokyo, Tokyo, Japan",14,35.6850,139.7510,"https://ciamis.pikiran-rakyat.com/olahraga/pr-508850385/gusnul-yakin-berikan-saran-untuk-rizky-ridho-agar-berkarier-di-eropa-ketimbang-jepang","https://assets.pikiran-rakyat.com/crop/117x136:1077x706/1200x675/photo/2024/12/03/974774190.jpg","Gusnul Yakin Berikan Saran untuk Rizky Ridho agar Berkarier di Eropa Ketimbang Jepang"
"Tokyo, Tokyo, Japan",14,35.6850,139.7510,"https://eturbonews.com/are-japanese-travelers-spreading-coronavirus-unknowingly/","https://eturbonews.com/wp-admin/admin-ajax.php?action=rank_math_overlay_thumb&id=3117456&type=eturbonews&hash=4928ac66ec442055f9e7d29e3d3d8a85","Are Japanese travelers spreading Coronavirus unknowingly ?"
"Belarus",14,53.0000,28.0000,"http://www.haberradikal.com/2024/12/06/otomotiv-pcb-pazari-buyume-trendler-2032/","","Otomotiv PCB Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Belarus",14,53.0000,28.0000,"http://www.haberradikal.com/2024/12/06/hibrit-arac-pazari-buyume-trendler-2032/","","Hibrit Araç Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Belarus",14,53.0000,28.0000,"http://www.haberradikal.com/2024/12/06/yuksek-performansli-kamyon-pazari-buyume-trendler-2032/","","Yüksek Performanslı Kamyon Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Belarus",14,53.0000,28.0000,"http://www.haberradikal.com/2024/12/06/elektrikli-arac-test-cihazlari-pazari-buyume-trendler-2032/","","Elektrikli Araç Test Cihazları Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Belarus",14,53.0000,28.0000,"http://www.haberradikal.com/2024/12/06/otomotiv-lojistik-pazari-buyume-trendler-2032/","","Otomotiv Lojistik Pazarı Büyüme , Trendler 2032 – Haber Radikal"
"Iran",13,32.0000,53.0000,"http://www.shangbaoindonesia.com/read/2024/12/06/politics-1733495552","https://sb-a16y6q7k5z00x2.s3.ap-southeast-1.amazonaws.com/news_images/6/78435/1.jpg","印尼和中方人员在雅加达举行会议 双方承诺加强反恐合作"
"Iran",13,32.0000,53.0000,"https://365.com.mk/antalija-e-izbrana-za-turistichki-grad-na-godinata/","https://365.com.mk/wp-content/uploads/2024/12/antalya-gezilecek-yerler-1.jpg","Анталија е избрана за туристички град на годината"
"Iran",13,32.0000,53.0000,"https://www.bgonair.bg/a/163-lyubopitno/366268-golyamo-priznanie-za-lyubimata-na-hilyadi-balgari-antaliya","https://bgonair.bg/media/files/resized/article/w600x314/2cf/a002b1c8b408d8c2e8c62ec9f31d02cf-antalia.jpg","Голямо признание за любимата на хиляди българи Анталия"
"Iran",13,32.0000,53.0000,"https://www.aiwaegypt.com/123431","https://www.aiwaegypt.com/uploads/images/202412/image_870x580_675389ad1b943.webp","أجود أنواع النفط في العالم"
"Cyprus",13,35.0000,33.0000,"https://www.newsincyprus.com/news/553422/cyprus-strengthens-r-d-ties-with-indonesia","https://www.newsincyprus.com/upload/news/noimageE.jpg","Cyprus strengthens R & D ties with Indonesia"
"Cyprus",13,35.0000,33.0000,"https://cyprusnews.eu/eurokerdos-oikonomia/16186111-chief-scientist%E2%80%99s-meetings-with-research-and-innovation-leaders-in-indonesia-strengthening-international-cooperation-for-technological-advancement.html","https://cyprusnews.eu/images/images9/CyprusNewsNew1.jpg","Chief Scientist meetings with Research and Innovation leaders in Indonesia - Strengthening International Cooperation for Technological Advancement"
"Kazakhstan",13,48.0000,68.0000,"https://www.liputan6.com/showbiz/read/5822753/onad-lawan-bobby-saputra-di-superstar-knock-out-vol2-game-of-fame-percaya-diri-akan-menang-dibantu-doa-habib-jafar","https://cdn0-production-images-kly.akamaized.net/Xqw6xIleIPeAA7B-3ZD_oBxb4Z4=/1x79:1080x687/1200x675/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5038790/original/095455500_1733479399-Snapinsta.app_466663605_1275185706853862_1360791326915533313_n_1080.jpg","Onad Lawan Bobby Saputra di Superstar Knock Out Vol . 2 : Game of Fame Percaya Diri akan Menang Dibantu Doa Habib Jafar"
"Kazakhstan",13,48.0000,68.0000,"https://www.antaranews.com/berita/4517104/hari-danau-sedunia-usulan-indonesia-akan-diadopsi-oleh-pbb","https://cdn.antaranews.com/cache/1200x800/2024/04/30/Rencana-pengusulan-hari-Danau-sedunia-3042024-MIz-1.jpg","Hari Danau Sedunia usulan Indonesia akan diadopsi oleh PBB"
"Kazakhstan",13,48.0000,68.0000,"https://www.beritasatu.com/nasional/2859105/hari-danau-sedunia-yang-diusulkan-indonesia-akan-diadopsi-pbb","https://img2.beritasatu.com/cache/beritasatu/910x580-w/2024/07/1720846994-2979x1675.webp","Hari Danau Sedunia yang Diusulkan Indonesia Akan Diadopsi PBB"
"Kazakhstan",13,48.0000,68.0000,"https://www.janes.com/osint-insights/defence-news/defence/airbus-delivers-first-a400m-for-kazakhstan","https://www.janes.com/images/default-source/news-images/bsp_82069-jdw-28949.jpeg?sfvrsn=7232334b_2","Airbus delivers first A400M for Kazakhstan"
"Kazakhstan",13,48.0000,68.0000,"https://www.fao.org/newsroom/detail/new--282-million-program-targets-climate-and-environment-action-through-agriculture-and-food-systems/en","https://www.fao.org/images/newsroomlibraries/default-album/faoe3859348-50e7-4c5c-97ab-f01621188304.jpg?sfvrsn=437989ba_5","New $282 million program targets climate and environment action through agriculture and food systems"
"Chile",12,-30.0000,-71.0000,"https://www.163.com/dy/article/JIOFIDEL05199NPP.html","","新粤商丨专访非洲广东总商会侯建雄 ： 从 \" 走出去 \" 到 \" 走进去 \"\" 走回来 \"， 打造中非经贸闭环"
"Chile",12,-30.0000,-71.0000,"https://www.bjnews.com.cn/detail/1733476964168329.html","","多点数智在港交所上市 ， 跌幅超54 % 新京报"
"Chile",12,-30.0000,-71.0000,"https://finance.sina.com.cn/tech/roll/2024-12-06/doc-incypaas8863534.shtml","https://n.sinaimg.cn/sinakd20241206s/740/w1080h460/20241206/6d63-b923a94053fa2ec6a8225a3d3b898264.jpg","被投企业 「 多点数智 」 在港交所上市 ， 开启全球数字化零售新篇章丨 LCIG Portfolio"
"Chile",12,-30.0000,-71.0000,"https://www.fao.org/newsroom/detail/new--282-million-program-targets-climate-and-environment-action-through-agriculture-and-food-systems/en","https://www.fao.org/images/newsroomlibraries/default-album/faoe3859348-50e7-4c5c-97ab-f01621188304.jpg?sfvrsn=437989ba_5","New $282 million program targets climate and environment action through agriculture and food systems"
"Chile",12,-30.0000,-71.0000,"http://sc.stock.cnfol.com/ggzixun/20241206/31051541.shtml","","港股异动 | 泡泡玛特 ( 09992 ) 再涨超3 % 泰国市场仍有增长空间 花旗看好公司IP孵化潜力 _ 个股资讯 _ 市场 _ 中金在线"
"Weton, Jawa Tengah, Indonesia",12,-7.7706,109.6260,"https://boltim.pikiran-rakyat.com/ramalan/pr-3088851108/primbon-jawa-arti-kelahiran-24-mei-1992-menurut-hitungan-wuku-dan-weton","https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2024/12/06/3619207243.jpg","Primbon Jawa : Arti Kelahiran 24 Mei 1992 Menurut Hitungan Wuku dan Weton"
"Weton, Jawa Tengah, Indonesia",12,-7.7706,109.6260,"https://boltim.pikiran-rakyat.com/ramalan/pr-3088850638/primbon-jawa-arti-kelahiran-17-mei-1992-menurut-hitungan-wuku-dan-weton","https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2024/12/06/1925935950.jpg","Primbon Jawa : Arti Kelahiran 17 Mei 1992 Menurut Hitungan Wuku dan Weton"
"Weton, Jawa Tengah, Indonesia",12,-7.7706,109.6260,"https://boltim.pikiran-rakyat.com/ramalan/pr-3088850850/primbon-jawa-arti-kelahiran-20-mei-1992-menurut-hitungan-wuku-dan-weton","https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2024/12/06/3552334338.jpg","Primbon Jawa : Arti Kelahiran 20 Mei 1992 Menurut Hitungan Wuku dan Weton"
"Taeyang, Ulsan-Gwangyoksi, South Korea",12,35.4833,129.2170,"https://www.kompas.com/hype/read/2024/12/06/164846866/jadwal-dan-lokasi-konser-taeyang-bigbang-di-jakarta","https://asset.kompas.com/crops/HmCXazxoLgSN5sOXyltoL4QVHo4=/28x13:724x477/780x390/filters:watermark(data/photo/2020/03/10/5e6775d943eeb.png,0,-0,1)/data/photo/2023/01/03/63b3dea5cf3e3.png","Jadwal dan Lokasi Konser Taeyang BIGBANG di Jakarta"
"Moscow, Moskva, Russia",12,55.7522,37.6156,"https://vm.ru/news/1189194-v-kolomne-proshel-mezhdunarodnyj-forum-etnokulturnogo-dostoyaniya-narodov-rossii","https://vm.ru/img/vmru_cover.png","Международный форум этнокультурного достояния народов России прошел в Коломне"
"Moscow, Moskva, Russia",12,55.7522,37.6156,"https://eturbonews.com/wtm-latin-america-2018-attracts-almost-12000-visitors/","https://eturbonews.com/wp-admin/admin-ajax.php?action=rank_math_overlay_thumb&id=182847&type=eturbonews&hash=2ae1a2fdeda63783041434c63bcbaba3","WTM Latin America 2018 Attracts Almost 12 , 000 visitors"
"Moscow, Moskva, Russia",12,55.7522,37.6156,"https://www.rga.de/wissen/silvester-2024-wann-beginnt-das-jahr-2025-in-welchem-land-DTBFMHZZNVG5FMCCTRYFJKUOYI.html","https://www.rga.de/resizer/v2/5EVPWB2WYZARDGTCOEUIF6Q4WQ.jpg?auth=8e2d6877bc7e8761b28f5a36e4a9987e099bd4e67a158f5fa981e3a15c04bd7e&quality=70&smart=true","Silvester 2024 : Wann beginnt das Jahr 2025 in welchem Land ?"
"Ghana",12,8.0000,-2.0000,"https://www.ghanamma.com/2024/12/06/implications-of-foreign-direct-investment-on-the-shipping-sector/","","Implications of Foreign Direct Investment on the shipping sector"
"Ghana",12,8.0000,-2.0000,"https://wtop.com/world/2024/12/indonesia-agrees-to-repatriate-filipino-woman-who-spent-years-on-death-row-over-drug-trafficking/","","Indonesia agrees to repatriate Filipino woman who spent years on death row over drug trafficking"
"Ghana",12,8.0000,-2.0000,"https://www.newcastleherald.com.au/story/8840380/indonesia-to-repatriate-filipina-held-on-death-row/","https://www.newcastleherald.com.au/images/transform/v1/crop/frm/silverstone-feed-data/40a0aa60-4d35-4f6b-bb4f-d39e18636f4a.jpg/r0_90_800_510_w1200_h630_fmax.jpg","Indonesia to repatriate Filipina held on death row"
"Magelang, Jawa Tengah, Indonesia",11,-7.4706,110.2180,"https://mediaindonesia.com/nusantara/723895/tanggapi-viral-hinaan-gus-miftah-gus-baha-saya-gus-asli-bukan-naturalisasi","https://mediaindonesia.com/cdn-cgi/image/width=800,quality=80,format=webp/https://asset.mediaindonesia.com/news/2024/12/06/1733459819_c2cf2632c518612394a5.jpg","Tanggapi Viral Hinaan Gus Miftah , Gus Baha Saya Gus Asli , Bukan Naturalisasi"
"Magelang, Jawa Tengah, Indonesia",11,-7.4706,110.2180,"https://www.krjogja.com/nasional/1245393171/kasatkornas-banser-pak-sunhaji-sangat-layak-menjadi-anggota-banser","https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p2/124/2024/12/06/banser-3597164963.jpg","Kasatkornas Banser : Pak Sunhaji Sangat Layak menjadi Anggota Banser"
"Magelang, Jawa Tengah, Indonesia",11,-7.4706,110.2180,"https://beritajatim.com/kasatkornas-banser-pak-sunhaji-sangat-layak-jadi-anggota-banser","https://beritajatim.com/cdn-cgi/image/width=900,height=600,fit=crop,quality=80,format=auto,onerror=redirect,metadata=none/wp-content/uploads/2024/12/Ansor.webp","Kasatkornas Banser : Pak Sunhaji Sangat Layak Jadi Anggota Banser"
"Magelang, Jawa Tengah, Indonesia",11,-7.4706,110.2180,"https://malanghits.pikiran-rakyat.com/sejarah/pr-3488851305/candi-borobudur-jejak-peradaban-buddha-di-tanah-jawa","https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2024/05/24/2204001207.jpg","Candi Borobudur : Jejak Peradaban Buddha di Tanah Jawa"
"Magelang, Jawa Tengah, Indonesia",11,-7.4706,110.2180,"https://www.metrotvnews.com/read/bD2C1vzB-presiden-prabowo-bakal-minta-pendapat-mui-soal-desakan-sertifikasi-juru-dakwah","https://cdn01.metrotvnews.com/content/2024/12/06/bD2C1vzB/t_67530da25c5c8.jpg","Presiden Prabowo Bakal Minta Pendapat MUI Soal Desakan Sertifikasi Juru Dakwah"
"Central Java, Jawa Tengah, Indonesia",11,-7.5000,110.0000,"https://aninews.in/news/business/indonesian-ministry-of-tourism-promotes-the-wonders-of-indonesia-lombok-and-central-java20241206183545/","https://d3lzcn6mbbadaf.cloudfront.net/media/details/ANI-20241206130515.jpg","Indonesian Ministry of Tourism Promotes the Wonders of Indonesia : Lombok and Central Java"
"Central Java, Jawa Tengah, Indonesia",11,-7.5000,110.0000,"https://jateng.pikiran-rakyat.com/jawa-tengah/pr-3738849449/peradi-sai-purwokerto-siap-mengadvokasi-warga-yang-terdampak-bencana-di-wilayah-banyumas","https://assets.pikiran-rakyat.com/crop/277x13:931x532/1200x675/photo/2024/12/06/1474185851.jpg","Peradi SAI Purwokerto Siap Mengadvokasi Warga Yang Terdampak Bencana di Wilayah Banyumas"
"Central Java, Jawa Tengah, Indonesia",11,-7.5000,110.0000,"https://www.metrotvnews.com/read/bD2C1vzB-presiden-prabowo-bakal-minta-pendapat-mui-soal-desakan-sertifikasi-juru-dakwah","https://cdn01.metrotvnews.com/content/2024/12/06/bD2C1vzB/t_67530da25c5c8.jpg","Presiden Prabowo Bakal Minta Pendapat MUI Soal Desakan Sertifikasi Juru Dakwah"
"Central Java, Jawa Tengah, Indonesia",11,-7.5000,110.0000,"https://semarang.bisnis.com/read/20241206/535/1822161/kenaikan-harga-pangan-kembali-picu-inflasi-di-jateng","https://images.bisnis.com/posts/2024/12/06/1822161/23092024-bi-dul-23-komoditas_pangan-4_1728902156.jpg","Kenaikan Harga Pangan Kembali Picu Inflasi di Jateng"
"Shenzhen, Guangdong, China",11,22.2000,111.1170,"http://www.shangbaoindonesia.com/read/2024/12/06/chinese-community-1733495797","https://sb-a16y6q7k5z00x2.s3.ap-southeast-1.amazonaws.com/news_images/7/78439/1.jpg","深圳市企业考察团一行拜访印尼中华总商会"
"Maldives",11,3.2000,73.0000,"https://www.nowjakarta.co.id/new-general-managers-take-helm-at-indonesias-leading-hotels/","https://www.nowjakarta.co.id/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-25-at-3.14.38-PM.jpeg","New General Managers Take Helm at Indonesia Leading Hotels"
"Maldives",11,3.2000,73.0000,"https://english.news.cn/20241206/1fdd012f085c4ee98056d27154588ccd/c.html","","BRI expected to help countries jointly realize modernization : spokesperson - Xinhua"
"Maldives",11,3.2000,73.0000,"https://news.southcn.com/node_179d29f1ce/afec6a5fe2.shtml","https://nfcms-mainsiteoss.southcn.com/nfw/__tpl_asset/68e544a3d8.jpg","外交部 ： 将 \" 一带一路 \" 打造为惠及世界的 \" 幸福路 \"_ 南方网"
"Maldives",11,3.2000,73.0000,"http://world.people.com.cn/n1/2024/1206/c1002-40377178.html","","外交部 ： 将 \" 一带一路 \" 打造为惠及世界的 \" 幸福路 \"-- 国际 -- 人民网"
"Maldives",11,3.2000,73.0000,"http://www.81.cn/fyr/16356475.html","","2024年12月6日外交部发言人林剑主持例行记者会"
"Gaza, Israel (General), Israel",11,31.4167,34.3333,"https://www.haberler.com/guncel/endonezya-israil-in-gazze-deki-hastane-saldirisini-kinadi-18128351-haberi/","https://www.haberler.com/mstatic/haberlercom_haberi.jpg","Endonezya , İsrailin Gazzedeki Hastane Saldırısını Kınadı"
"Gaza, Israel (General), Israel",11,31.4167,34.3333,"http://www.shangbaoindonesia.com/read/2024/12/06/politics-1733495552","https://sb-a16y6q7k5z00x2.s3.ap-southeast-1.amazonaws.com/news_images/6/78435/1.jpg","印尼和中方人员在雅加达举行会议 双方承诺加强反恐合作"
"Chicago, Illinois, United States",11,41.8500,-87.6501,"https://otomotif.kompas.com/read/2024/12/06/144100015/sinergi-toyota-dan-generasi-muda-untuk-masa-depan-hijau-di-tey-ke-13","https://asset.kompas.com/crops/qv0tTR-5pi3iq3Jo__IQ88yswNk=/2x0:1280x852/780x390/filters:watermark(data/photo/2020/03/10/5e6775c2256d6.png,0,-0,1)/data/photo/2024/12/06/675283dfbf99f.jpeg","Sinergi Toyota dan Generasi Muda untuk Masa Depan Hijau di TEY ke - 13"
"Chicago, Illinois, United States",11,41.8500,-87.6501,"https://ekonomi.bisnis.com/read/20241207/9/1822280/bisnis-indonesia-economic-outlook-2025-menuju-ekonomi-yang-inklusif-dan-berkelanjutan","https://images.bisnis.com/posts/2024/12/07/1822280/bisnis_indonesia_economic_outlook_2025_1733506632.jpg","Bisnis Indonesia Economic Outlook 2025 , Menuju Ekonomi yang Inklusif dan Berkelanjutan"
"Chicago, Illinois, United States",11,41.8500,-87.6501,"https://otomotif.kompas.com/read/2024/12/06/113100615/toyota-berikan-bimbingan-generasi-muda-finalis-tey-ke-13","https://asset.kompas.com/crops/g9XA4Owjh7re8QN7rDdvjK65BeU=/41x0:1620x1053/780x390/filters:watermark(data/photo/2020/03/10/5e6775c2256d6.png,0,-0,1)/data/photo/2024/12/05/6751c11d249d7.jpg","Toyota Berikan Bimbingan Generasi Muda Finalis TEY ke - 13"
